id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
573,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 45, 72, 36, 90, 60, 66, 22, 58, 74]",564,573,6,2
574,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 83, 79, 29, 30, 34, 31, 20, 12, 40]",437,574,6,2
575,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 31, 81, 74, 96, 24, 44, 54, 13, 10]",443,575,6,2
576,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 75, 79, 62, 20, 60, 25, 36, 66, 30]",541,576,6,2
577,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 30, 37, 63, 29, 83, 85, 23, 79, 84]",599,577,6,2
578,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 62, 66, 35, 66, 67, 98, 48, 18, 75]",551,578,6,2
579,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 64, 67, 61, 99, 18, 50, 47, 65, 39]",548,579,6,2
580,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 39, 45, 35, 55, 75, 17, 54, 10, 54]",464,580,6,2
581,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 95, 75, 10, 99, 35, 39, 15, 24, 62]",528,581,6,15
582,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 50, 47, 46, 38, 35, 24, 73, 44, 45]",431,582,6,15
583,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 87, 75, 77, 29, 37, 93, 95, 45, 11]",594,583,6,15
584,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 43, 18, 81, 92, 61, 35, 66, 42, 100]",591,584,6,15
585,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 23, 34, 42, 28, 78, 59, 97, 47, 35]",462,585,6,15
586,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 41, 42, 66, 56, 68, 56, 37, 67, 13]",479,586,6,15
587,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 71, 22, 73, 46, 65, 33, 76, 88, 42]",556,587,6,15
588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 65, 82, 36, 10, 17, 67, 18, 71, 46]",511,588,6,15
589,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 11, 74, 10, 46, 25, 97, 97, 34, 95]",554,589,6,15
590,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 29, 72, 17, 95, 83, 50, 77, 68, 16]",579,590,6,15
591,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 61, 94, 51, 87, 49, 97, 58, 49, 19]",610,591,6,3
592,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 47, 17, 60, 44, 46, 19, 59, 42, 20]",453,592,6,3
593,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 12, 82, 40, 11, 10, 75, 100, 54, 73]",519,593,6,3
594,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 80, 11, 32, 90, 86, 44, 94, 20, 18]",573,594,6,3
595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 56, 17, 86, 64, 19, 80, 53, 60, 95]",563,595,6,3
596,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 45, 56, 44, 24, 26, 46, 19, 99, 54]",471,596,6,3
597,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 55, 23, 32, 94, 33, 65, 57, 88, 24]",507,597,6,3
598,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 89, 87, 34, 54, 96, 56, 30, 57, 70]",652,598,6,3
599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 37, 23, 37, 38, 17, 26, 62, 44, 71]",408,599,6,3
600,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 69, 39, 59, 89, 27, 79, 66, 75, 39]",578,600,6,3
601,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 77, 28, 24, 89, 44, 88, 61, 57, 83]",651,601,7,13
602,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 88, 79, 86, 43, 99, 27, 74, 26, 63]",601,602,7,13
603,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 87, 51, 92, 10, 59, 12, 12, 60, 25]",434,603,7,13
604,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 44, 72, 28, 29, 66, 69, 53, 52, 37]",496,604,7,13
605,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 92, 85, 13, 11, 47, 43, 65, 19, 66]",463,605,7,13
606,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 55, 38, 37, 18, 53, 15, 88, 22, 89]",462,606,7,13
607,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 14, 80, 35, 59, 48, 79, 93, 37, 51]",522,607,7,13
608,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 73, 98, 34, 54, 20, 27, 78, 44, 21]",547,608,7,13
609,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 78, 97, 92, 15, 15, 57, 49, 73, 47]",594,609,7,13
610,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 96, 98, 90, 88, 27, 17, 71, 31, 51]",581,610,7,13
611,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 53, 23, 99, 42, 91, 16, 87, 89, 39]",635,611,7,25
612,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 42, 67, 96, 20, 51, 52, 78, 43, 28]",520,612,7,25
613,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 15, 39, 23, 57, 19, 88, 76, 21, 51]",457,613,7,25
614,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 98, 87, 55, 13, 77, 89, 77, 49, 75]",648,614,7,25
615,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[57, 23, 50, 85, 15, 17, 50, 62, 50, 75]",484,615,7,25
616,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 74, 97, 90, 55, 60, 44, 36, 41, 18]",526,616,7,25
617,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 48, 74, 100, 99, 20, 52, 98, 44, 57]",656,617,7,25
618,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 88, 71, 33, 24, 81, 85, 39, 15, 90]",558,618,7,25
619,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 64, 95, 39, 95, 55, 77, 51, 98, 50]",664,619,7,25
620,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 77, 77, 37, 57, 20, 68, 16, 25, 89]",545,620,7,25
621,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 79, 64, 59, 80, 29, 87, 94, 13, 70]",590,621,7,20
622,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 74, 41, 35, 87, 90, 38, 17, 57, 27]",550,622,7,20
623,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 33, 75, 60, 22, 87, 51, 94, 26, 14]",518,623,7,20
624,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 70, 73, 97, 63, 44, 56, 30, 69, 80]",620,624,7,20
625,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 79, 89, 87, 53, 65, 39, 52, 38, 90]",607,625,7,20
626,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 59, 59, 68, 10, 100, 65, 35, 62, 80]",561,626,7,20
627,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 78, 20, 80, 96, 71, 81, 55, 17, 61]",621,627,7,20
628,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 46, 27, 78, 46, 84, 52, 81, 96, 100]",631,628,7,20
629,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 38, 29, 39, 91, 20, 40, 98, 37, 26]",510,629,7,20
630,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 45, 44, 92, 98, 34, 72, 34, 64, 13]",560,630,7,20
631,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 56, 27, 43, 67, 78, 82, 25, 70, 10]",521,631,7,1
632,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 34, 25, 37, 81, 64, 13, 83, 93, 16]",518,632,7,1
633,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 31, 53, 87, 68, 27, 79, 17, 39, 80]",534,633,7,1
634,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 91, 89, 50, 82, 90, 12, 53, 43, 78]",643,634,7,1
635,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 30, 35, 27, 80, 45, 85, 46, 100, 34]",550,635,7,1
636,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 97, 35, 92, 87, 42, 33, 11, 69, 51]",529,636,7,1
637,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 94, 42, 25, 99, 54, 60, 16, 48, 13]",531,637,7,1
638,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 28, 31, 44, 99, 92, 48, 35, 77, 13]",488,638,7,1
639,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 73, 93, 10, 100, 48, 76, 82, 38, 37]",642,639,7,1
640,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 100, 34, 46, 50, 49, 18, 89, 21, 35]",500,640,7,1
641,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 17, 65, 28, 74, 100, 50, 35, 77, 39]",573,641,7,22
642,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 95, 19, 46, 58, 45, 12, 26, 63, 63]",465,642,7,22
643,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 34, 22, 12, 96, 62, 80, 69, 18, 81]",551,643,7,22
644,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 26, 26, 59, 60, 13, 58, 98, 23, 82]",501,644,7,22
645,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 23, 12, 32, 34, 77, 53, 27, 53, 83]",491,645,7,22
646,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 20, 17, 97, 73, 10, 57, 24, 48, 94]",466,646,7,22
647,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 64, 70, 45, 54, 20, 37, 76, 76, 15]",494,647,7,22
648,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 13, 16, 53, 38, 77, 67, 95, 62, 88]",542,648,7,22
649,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 11, 25, 85, 34, 39, 37, 11, 47, 16]",382,649,7,22
650,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 27, 14, 39, 53, 55, 74, 85, 29, 28]",468,650,7,22
651,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 89, 71, 74, 28, 41, 12, 99, 58, 74]",611,651,7,14
652,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 93, 51, 59, 94, 32, 75, 49, 11, 33]",532,652,7,14
653,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 37, 77, 64, 35, 13, 19, 61, 73, 46]",502,653,7,14
654,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 87, 52, 60, 79, 27, 61, 100, 25, 36]",539,654,7,14
655,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 52, 62, 27, 58, 21, 37, 75, 13, 60]",494,655,7,14
656,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 30, 92, 86, 30, 74, 15, 66, 62, 61]",542,656,7,14
657,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 99, 60, 27, 78, 82, 90, 52, 87, 81]",672,657,7,14
658,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[52, 99, 21, 43, 58, 42, 91, 94, 98, 50]",648,658,7,14
659,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 82, 45, 88, 69, 57, 60, 40, 12, 94]",607,659,7,14
660,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 42, 66, 74, 48, 72, 23, 48, 74, 74]",548,660,7,14
661,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 52, 30, 99, 90, 90, 15, 25, 30, 27]",488,661,7,2
662,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 50, 80, 76, 11, 95, 75, 13, 90, 73]",605,662,7,2
663,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 46, 12, 99, 94, 79, 74, 54, 88, 72]",690,663,7,2
664,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 48, 62, 62, 29, 42, 28, 75, 12, 42]",410,664,7,2
665,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 55, 53, 56, 56, 69, 18, 54, 92, 37]",512,665,7,2
666,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 75, 24, 88, 35, 56, 79, 41, 23, 60]",539,666,7,2
667,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 19, 85, 99, 94, 74, 60, 63, 23, 52]",637,667,7,2
668,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 94, 81, 69, 55, 13, 16, 24, 17, 78]",514,668,7,2
669,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 100, 95, 64, 19, 97, 47, 47, 83, 87]",679,669,7,2
670,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 95, 61, 20, 90, 57, 49, 67, 77, 87]",687,670,7,2
671,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 85, 26, 39, 28, 68, 59, 76, 85, 85]",634,671,7,18
672,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 60, 19, 94, 84, 52, 19, 20, 91, 85]",624,672,7,18
673,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 46, 33, 14, 48, 68, 85, 97, 99, 38]",556,673,7,18
674,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 46, 93, 18, 99, 82, 94, 27, 45, 29]",620,674,7,18
675,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 15, 30, 36, 94, 98, 83, 80, 90, 66]",616,675,7,18
676,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[52, 10, 94, 97, 91, 17, 70, 63, 19, 20]",533,676,7,18
677,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 53, 74, 65, 74, 60, 87, 79, 32, 13]",549,677,7,18
678,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 80, 98, 80, 38, 21, 40, 56, 45, 96]",643,678,7,18
679,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 21, 38, 86, 32, 49, 59, 54, 87, 88]",554,679,7,18
680,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 82, 54, 67, 47, 86, 54, 80, 20, 34]",573,680,7,18
681,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 45, 77, 62, 70, 20, 99, 62, 86, 49]",626,681,7,4
682,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 72, 85, 94, 97, 63, 60, 54, 13, 79]",707,682,7,4
683,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 13, 68, 10, 30, 43, 61, 17, 30, 17]",314,683,7,4
684,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 97, 71, 75, 25, 68, 81, 15, 98, 95]",656,684,7,4
685,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 24, 55, 15, 66, 91, 87, 35, 37, 69]",501,685,7,4
686,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 13, 32, 60, 93, 44, 48, 32, 97, 25]",458,686,7,4
687,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 85, 69, 51, 38, 44, 42, 26, 30, 60]",500,687,7,4
688,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 36, 95, 12, 13, 77, 73, 48, 47, 91]",508,688,7,4
689,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 96, 62, 86, 12, 58, 86, 33, 96, 11]",554,689,7,4
690,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 82, 92, 36, 57, 53, 100, 83, 53, 84]",728,690,7,4
691,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 77, 76, 74, 15, 100, 84, 95, 86, 14]",692,691,7,11
692,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 78, 55, 44, 39, 15, 99, 35, 93, 86]",636,692,7,11
693,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 55, 59, 50, 34, 89, 89, 59, 72, 77]",657,693,7,11
694,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 91, 74, 49, 23, 61, 71, 56, 52, 21]",577,694,7,11
695,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 71, 72, 10, 13, 29, 84, 25, 34, 80]",437,695,7,11
696,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 51, 11, 22, 37, 59, 67, 72, 77, 70]",510,696,7,11
697,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 62, 64, 16, 93, 92, 29, 59, 80, 77]",587,697,7,11
698,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 72, 39, 26, 39, 56, 13, 26, 55, 69]",430,698,7,11
699,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 96, 51, 43, 29, 51, 32, 41, 10, 94]",457,699,7,11
700,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 19, 47, 27, 19, 38, 80, 78, 35, 29]",403,700,7,11
701,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[52, 39, 25, 82, 67, 43, 22, 37, 16, 31]",414,701,8,15
702,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 91, 69, 79, 72, 75, 92, 19, 52, 36]",681,702,8,15
703,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 72, 68, 26, 57, 25, 37, 51, 84, 20]",456,703,8,15
704,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 63, 36, 33, 18, 100, 57, 56, 12, 96]",530,704,8,15
705,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 89, 84, 85, 72, 89, 85, 30, 44, 23]",680,705,8,15
706,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 31, 52, 78, 98, 18, 75, 79, 43, 63]",633,706,8,15
707,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 92, 59, 27, 58, 67, 98, 78, 68, 90]",731,707,8,15
708,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 45, 43, 14, 50, 12, 19, 86, 71, 19]",399,708,8,15
709,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 12, 28, 57, 49, 65, 57, 60, 17, 20]",395,709,8,15
710,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 59, 93, 45, 77, 93, 17, 62, 55, 27]",587,710,8,15
711,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 87, 62, 26, 83, 36, 67, 93, 35, 10]",526,711,8,11
712,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 38, 62, 53, 47, 38, 51, 35, 86, 17]",507,712,8,11
713,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 18, 70, 29, 44, 99, 83, 14, 39, 70]",552,713,8,11
714,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 46, 38, 69, 40, 63, 55, 96, 40, 74]",581,714,8,11
715,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 54, 55, 13, 98, 51, 15, 10, 49, 45]",480,715,8,11
716,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 74, 81, 81, 41, 46, 75, 86, 80, 69]",646,716,8,11
717,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 50, 46, 29, 50, 13, 76, 51, 62, 16]",484,717,8,11
718,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 89, 47, 46, 62, 65, 92, 89, 13, 54]",618,718,8,11
719,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 100, 84, 93, 68, 42, 61, 95, 43, 29]",642,719,8,11
720,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 59, 98, 45, 27, 32, 36, 53, 71, 16]",496,720,8,11
721,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 10, 41, 94, 37, 74, 48, 54, 87, 82]",558,721,8,12
722,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 92, 33, 25, 86, 73, 59, 58, 33, 14]",510,722,8,12
723,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 35, 14, 90, 69, 89, 10, 12, 80, 41]",520,723,8,12
724,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 16, 100, 47, 35, 94, 15, 41, 92, 32]",522,724,8,12
725,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 74, 26, 69, 91, 69, 36, 78, 81, 27]",637,725,8,12
726,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 36, 21, 25, 45, 75, 24, 42, 52, 29]",440,726,8,12
727,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 17, 17, 19, 16, 13, 34, 95, 65, 20]",392,727,8,12
728,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 71, 31, 35, 16, 27, 74, 28, 76, 28]",437,728,8,12
729,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 99, 26, 12, 74, 77, 55, 24, 73, 62]",548,729,8,12
730,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 75, 61, 41, 98, 52, 61, 90, 37, 24]",589,730,8,12
731,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 51, 58, 97, 96, 33, 21, 23, 60, 35]",529,731,8,22
732,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 10, 50, 13, 12, 93, 42, 74, 40, 73]",417,732,8,22
733,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[57, 38, 32, 37, 94, 77, 13, 26, 45, 73]",492,733,8,22
734,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 92, 39, 55, 62, 37, 76, 12, 87, 80]",621,734,8,22
735,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 77, 17, 50, 34, 23, 54, 42, 22, 68]",483,735,8,22
736,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 48, 46, 100, 11, 98, 87, 90, 20, 38]",548,736,8,22
737,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 75, 75, 81, 59, 98, 85, 59, 55, 80]",685,737,8,22
738,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 76, 49, 67, 74, 99, 21, 47, 89, 27]",620,738,8,22
739,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 29, 41, 69, 89, 90, 82, 73, 87, 35]",646,739,8,22
740,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 11, 96, 58, 75, 75, 24, 20, 90, 82]",544,740,8,22
741,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 90, 20, 93, 95, 91, 76, 55, 57, 32]",646,741,8,9
742,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 63, 56, 43, 24, 29, 44, 72, 77, 59]",521,742,8,9
743,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 59, 77, 87, 51, 13, 17, 14, 65, 100]",544,743,8,9
744,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 16, 18, 28, 14, 54, 72, 56, 87, 20]",379,744,8,9
745,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 78, 88, 25, 18, 23, 90, 43, 79, 45]",520,745,8,9
746,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 44, 70, 56, 45, 79, 40, 12, 92, 75]",528,746,8,9
747,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 26, 29, 76, 41, 76, 48, 57, 39, 58]",493,747,8,9
748,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 34, 54, 78, 15, 17, 78, 43, 10, 89]",496,748,8,9
749,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 24, 81, 69, 97, 37, 38, 12, 66, 92]",576,749,8,9
750,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 42, 19, 67, 32, 67, 28, 13, 93, 88]",504,750,8,9
751,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 99, 14, 99, 60, 45, 14, 89, 77, 78]",587,751,8,4
752,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 75, 54, 36, 12, 89, 45, 87, 77, 92]",585,752,8,4
753,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 92, 26, 52, 97, 73, 59, 80, 39, 43]",646,753,8,4
754,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 58, 57, 67, 52, 48, 36, 69, 25, 20]",523,754,8,4
755,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 34, 16, 54, 87, 61, 72, 43, 30, 65]",527,755,8,4
756,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 10, 54, 63, 77, 73, 66, 44, 45, 47]",497,756,8,4
757,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 75, 78, 56, 16, 93, 61, 27, 86, 37]",593,757,8,4
758,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 76, 19, 82, 54, 83, 18, 11, 52, 95]",578,758,8,4
759,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 65, 60, 82, 27, 61, 59, 93, 54, 45]",584,759,8,4
760,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 59, 33, 23, 37, 94, 57, 21, 85, 27]",447,760,8,4
761,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 77, 35, 100, 42, 45, 48, 14, 89, 28]",549,761,8,24
762,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 27, 41, 20, 93, 79, 75, 76, 77, 71]",635,762,8,24
763,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 30, 47, 41, 24, 43, 55, 52, 60, 51]",501,763,8,24
