id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
1506,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 82, 63, 48, 96, 36, 12, 85, 14, 87]",534,1506,16,30
1507,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 17, 100, 86, 98, 98, 65, 93, 70, 19]",661,1507,16,30
1508,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 53, 37, 75, 33, 85, 56, 15, 38, 48]",466,1508,16,30
1509,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 15, 10, 82, 13, 81, 70, 73, 83, 80]",562,1509,16,30
1510,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 34, 51, 40, 72, 75, 98, 27, 13, 19]",515,1510,16,30
1511,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 46, 42, 84, 100, 84, 43, 36, 98, 34]",591,1511,16,49
1512,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 33, 96, 24, 70, 49, 11, 90, 53, 11]",504,1512,16,49
1513,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 59, 94, 29, 43, 27, 48, 24, 20, 100]",519,1513,16,49
1514,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 80, 67, 93, 61, 14, 85, 53, 21, 30]",517,1514,16,49
1515,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 87, 48, 40, 43, 85, 22, 68, 80, 11]",531,1515,16,49
1516,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 26, 40, 57, 17, 19, 15, 26, 37, 47]",327,1516,16,49
1517,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 63, 63, 37, 28, 86, 64, 11, 88, 100]",636,1517,16,49
1518,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 75, 43, 91, 86, 15, 60, 99, 65, 20]",626,1518,16,49
1519,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[57, 93, 19, 49, 11, 40, 54, 88, 53, 42]",506,1519,16,49
1520,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 50, 74, 52, 42, 80, 13, 71, 74, 70]",626,1520,16,49
1521,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 59, 86, 17, 17, 36, 63, 20, 52, 65]",507,1521,16,9
1522,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 27, 30, 52, 29, 70, 23, 75, 84, 96]",570,1522,16,9
1523,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 86, 62, 52, 62, 67, 44, 73, 38, 83]",643,1523,16,9
1524,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 78, 28, 100, 26, 98, 100, 85, 12, 56]",613,1524,16,9
1525,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 77, 10, 96, 18, 16, 74, 30, 92, 100]",583,1525,16,9
1526,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 19, 36, 85, 38, 42, 92, 88, 38, 20]",477,1526,16,9
1527,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 10, 95, 32, 94, 80, 98, 69, 81, 12]",657,1527,16,9
1528,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 93, 46, 85, 39, 11, 61, 40, 73, 49]",545,1528,16,9
1529,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 28, 96, 76, 99, 42, 59, 100, 28, 84]",653,1529,16,9
1530,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 77, 12, 13, 86, 58, 12, 45, 87, 66]",550,1530,16,9
1531,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 83, 99, 86, 54, 17, 44, 13, 40, 81]",577,1531,16,8
1532,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 27, 98, 56, 97, 100, 31, 17, 48, 48]",593,1532,16,8
1533,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 35, 12, 89, 20, 98, 95, 34, 93, 96]",649,1533,16,8
1534,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 33, 54, 100, 23, 25, 86, 91, 75, 43]",600,1534,16,8
1535,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 19, 17, 85, 66, 70, 24, 15, 55, 71]",483,1535,16,8
1536,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 78, 75, 95, 40, 90, 62, 63, 43, 36]",650,1536,16,8
1537,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 58, 49, 97, 38, 63, 64, 30, 40, 19]",483,1537,16,8
1538,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 92, 99, 46, 59, 25, 43, 77, 17, 57]",531,1538,16,8
1539,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 26, 87, 37, 64, 34, 62, 75, 10, 37]",472,1539,16,8
1540,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 68, 89, 63, 45, 37, 65, 24, 60, 22]",544,1540,16,8
1541,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 94, 37, 14, 57, 93, 41, 86, 46, 94]",638,1541,16,29
1542,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 12, 46, 98, 68, 95, 20, 87, 73, 70]",584,1542,16,29
1543,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 11, 51, 48, 56, 72, 10, 65, 32, 35]",447,1543,16,29
1544,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 36, 23, 40, 63, 89, 38, 99, 60, 38]",555,1544,16,29
1545,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 80, 87, 25, 64, 96, 100, 89, 50, 88]",771,1545,16,29
1546,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 83, 73, 67, 24, 56, 26, 66, 96, 64]",617,1546,16,29
1547,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 21, 48, 27, 28, 84, 27, 93, 90, 71]",531,1547,16,29
1548,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 100, 84, 66, 74, 48, 58, 99, 59, 30]",716,1548,16,29
1549,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 100, 71, 88, 14, 77, 56, 10, 38, 24]",498,1549,16,29
1550,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 52, 24, 68, 61, 100, 63, 100, 77, 12]",633,1550,16,29
1551,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 11, 35, 86, 87, 12, 60, 53, 57, 34]",449,1551,16,26
1552,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 14, 17, 74, 20, 26, 76, 34, 72, 12]",383,1552,16,26
1553,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 40, 54, 49, 41, 37, 60, 58, 45, 64]",514,1553,16,26
1554,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 17, 76, 92, 55, 12, 38, 59, 62, 35]",473,1554,16,26
1555,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 78, 40, 85, 86, 67, 86, 58, 83, 89]",688,1555,16,26
1556,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 20, 66, 12, 22, 47, 45, 36, 49, 95]",435,1556,16,26
1557,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 59, 17, 89, 14, 80, 13, 66, 20, 60]",441,1557,16,26
1558,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 36, 35, 19, 50, 42, 65, 13, 40, 19]",383,1558,16,26
1559,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 25, 31, 61, 72, 13, 17, 30, 67, 76]",490,1559,16,26
1560,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[57, 36, 48, 78, 49, 78, 18, 62, 42, 24]",492,1560,16,26
1561,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 26, 82, 21, 47, 93, 32, 85, 82, 34]",581,1561,16,41
1562,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 65, 44, 85, 83, 68, 58, 21, 41, 55]",604,1562,16,41
1563,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 61, 86, 67, 23, 33, 99, 53, 62, 59]",561,1563,16,41
1564,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[95, 93, 53, 50, 50, 68, 79, 17, 46, 76]",627,1564,16,41
1565,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 28, 65, 41, 62, 31, 59, 57, 16, 98]",550,1565,16,41
1566,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 57, 76, 50, 33, 13, 72, 79, 72, 88]",629,1566,16,41
1567,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 42, 36, 97, 62, 63, 14, 81, 17, 87]",523,1567,16,41
1568,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 89, 76, 25, 16, 20, 85, 25, 68, 87]",524,1568,16,41
1569,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 88, 88, 22, 63, 49, 25, 47, 28, 85]",579,1569,16,41
1570,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 69, 31, 92, 88, 54, 46, 99, 27, 14]",555,1570,16,41
1571,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 79, 67, 17, 72, 87, 100, 15, 25, 53]",557,1571,16,4
1572,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 76, 53, 45, 61, 94, 32, 79, 95, 34]",596,1572,16,4
1573,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 82, 87, 62, 12, 59, 58, 52, 64, 56]",551,1573,16,4
1574,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 70, 72, 22, 83, 23, 75, 22, 25, 95]",569,1574,16,4
1575,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 67, 37, 62, 70, 56, 42, 46, 64, 18]",491,1575,16,4
1576,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 21, 75, 61, 100, 66, 25, 42, 12, 27]",483,1576,16,4
1577,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 60, 56, 62, 29, 46, 11, 48, 20, 99]",466,1577,16,4
1578,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 83, 73, 61, 59, 54, 99, 100, 76, 15]",686,1578,16,4
1579,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 80, 70, 47, 71, 99, 95, 73, 92, 19]",708,1579,16,4
1580,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 88, 51, 98, 87, 38, 64, 58, 95, 75]",693,1580,16,4
1581,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 96, 73, 97, 98, 54, 23, 13, 19, 77]",628,1581,16,35
1582,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 41, 12, 78, 59, 64, 27, 39, 19, 53]",479,1582,16,35
1583,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 89, 13, 29, 39, 94, 86, 53, 55, 34]",592,1583,16,35
1584,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 33, 52, 37, 61, 31, 98, 38, 70, 73]",583,1584,16,35
1585,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 11, 73, 16, 41, 87, 51, 21, 39, 36]",433,1585,16,35
1586,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 83, 13, 80, 75, 60, 43, 27, 56, 14]",472,1586,16,35
1587,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 34, 59, 54, 57, 38, 69, 70, 97, 90]",658,1587,16,35
1588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 15, 35, 36, 64, 70, 46, 80, 85, 64]",505,1588,16,35
1589,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 43, 76, 15, 52, 47, 32, 92, 83, 93]",551,1589,16,35
1590,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 64, 50, 45, 63, 16, 48, 89, 69, 31]",497,1590,16,35
1591,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 59, 86, 73, 82, 73, 55, 53, 20, 43]",571,1591,16,11
1592,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 17, 41, 22, 72, 57, 29, 13, 17, 67]",365,1592,16,11
1593,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 76, 88, 96, 66, 40, 45, 12, 22, 39]",560,1593,16,11
1594,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 80, 37, 21, 98, 98, 78, 25, 30, 33]",528,1594,16,11
1595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 66, 90, 68, 45, 56, 47, 63, 48, 57]",607,1595,16,11
1596,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 42, 99, 33, 39, 91, 25, 64, 26, 41]",485,1596,16,11
1597,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 74, 38, 74, 100, 54, 51, 63, 13, 30]",526,1597,16,11
1598,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 47, 67, 65, 38, 29, 66, 70, 60, 18]",491,1598,16,11
1599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 98, 100, 65, 12, 23, 27, 24, 50, 33]",510,1599,16,11
1600,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 83, 56, 15, 16, 69, 62, 58, 32, 84]",574,1600,16,11
1601,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 48, 13, 72, 99, 91, 15, 43, 19, 39]",458,1601,17,26
1602,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 25, 78, 61, 22, 80, 43, 72, 87, 28]",524,1602,17,26
1603,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 63, 48, 75, 43, 28, 71, 31, 82, 82]",581,1603,17,26
1604,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 72, 60, 32, 15, 51, 30, 30, 37, 98]",461,1604,17,26
1605,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[95, 52, 14, 40, 55, 83, 39, 62, 19, 97]",556,1605,17,26
1606,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 76, 39, 23, 12, 34, 21, 58, 74, 59]",421,1606,17,26
1607,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 93, 100, 59, 48, 81, 100, 59, 100, 15]",672,1607,17,26
1608,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 69, 75, 81, 73, 39, 22, 10, 37, 83]",505,1608,17,26
1609,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 12, 56, 89, 92, 87, 82, 98, 69, 75]",676,1609,17,26
1610,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 96, 43, 21, 10, 98, 30, 87, 45, 44]",528,1610,17,26
1611,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 68, 74, 14, 83, 38, 87, 52, 100, 61]",664,1611,17,7
1612,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 63, 29, 88, 87, 44, 26, 55, 64, 17]",513,1612,17,7
1613,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 36, 67, 45, 30, 27, 64, 71, 80, 17]",509,1613,17,7
1614,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[95, 44, 39, 26, 70, 61, 100, 55, 16, 34]",540,1614,17,7
1615,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 66, 28, 12, 23, 95, 16, 65, 16, 70]",414,1615,17,7
1616,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 64, 100, 88, 62, 56, 67, 67, 97, 64]",755,1616,17,7
1617,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 43, 68, 64, 11, 20, 25, 86, 89, 89]",574,1617,17,7
1618,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 68, 82, 76, 99, 82, 76, 67, 93, 88]",782,1618,17,7
1619,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 50, 76, 19, 77, 56, 41, 64, 24, 96]",573,1619,17,7
1620,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 65, 54, 10, 39, 57, 51, 66, 60, 33]",526,1620,17,7
1621,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 68, 63, 57, 73, 65, 73, 54, 11, 28]",531,1621,17,42
1622,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 75, 20, 11, 38, 43, 50, 96, 86, 51]",507,1622,17,42
1623,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 27, 54, 82, 32, 57, 86, 47, 51, 13]",523,1623,17,42
1624,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 83, 98, 46, 98, 99, 16, 93, 45, 66]",673,1624,17,42
1625,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 37, 47, 65, 50, 13, 17, 37, 83, 56]",493,1625,17,42
1626,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 82, 75, 92, 34, 48, 64, 18, 13, 88]",601,1626,17,42
1627,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 99, 95, 74, 22, 80, 89, 24, 11, 37]",551,1627,17,42
1628,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 60, 97, 21, 55, 36, 71, 22, 54, 77]",521,1628,17,42
1629,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 66, 24, 25, 33, 21, 96, 40, 14, 19]",415,1629,17,42
1630,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 23, 79, 19, 29, 63, 80, 78, 69, 27]",499,1630,17,42
1631,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 88, 36, 78, 72, 17, 71, 29, 42, 15]",537,1631,17,33
1632,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 100, 32, 63, 20, 92, 71, 74, 93, 78]",697,1632,17,33
1633,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 56, 40, 28, 52, 15, 78, 75, 54, 40]",460,1633,17,33
1634,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 58, 17, 44, 50, 31, 53, 80, 43, 85]",486,1634,17,33
1635,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 69, 36, 50, 49, 46, 11, 45, 22, 57]",456,1635,17,33
1636,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 58, 72, 56, 32, 56, 41, 55, 64, 30]",511,1636,17,33
1637,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 58, 50, 76, 11, 54, 89, 32, 82, 93]",622,1637,17,33
1638,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 71, 15, 23, 82, 73, 29, 43, 14, 72]",447,1638,17,33
1639,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 46, 62, 97, 68, 79, 33, 38, 70, 29]",577,1639,17,33
1640,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 60, 50, 45, 31, 44, 88, 15, 99, 36]",554,1640,17,33
1641,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 66, 45, 95, 51, 13, 76, 48, 24, 86]",586,1641,17,11
1642,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 49, 57, 42, 62, 21, 100, 36, 21, 44]",526,1642,17,11
1643,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 47, 75, 51, 20, 100, 95, 76, 46, 56]",605,1643,17,11
1644,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 98, 52, 47, 73, 44, 44, 28, 70, 68]",623,1644,17,11
1645,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 55, 22, 99, 64, 50, 17, 33, 85, 66]",526,1645,17,11
1646,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 26, 93, 94, 71, 51, 93, 21, 57, 82]",614,1646,17,11
1647,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 85, 14, 62, 59, 50, 48, 18, 27, 99]",509,1647,17,11
1648,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 53, 48, 76, 10, 82, 15, 51, 64, 79]",567,1648,17,11
1649,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 48, 61, 10, 81, 35, 67, 33, 22, 98]",549,1649,17,11
1650,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 53, 14, 69, 22, 72, 30, 30, 33, 58]",393,1650,17,11
1651,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 80, 81, 18, 19, 98, 86, 61, 75, 87]",627,1651,17,6
1652,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 84, 85, 50, 46, 13, 11, 37, 40, 94]",493,1652,17,6
1653,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 83, 17, 53, 12, 91, 26, 51, 57, 61]",511,1653,17,6
1654,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 68, 25, 26, 37, 95, 34, 16, 15, 97]",428,1654,17,6
1655,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 87, 24, 79, 79, 86, 11, 39, 10, 87]",539,1655,17,6
1656,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 24, 73, 35, 11, 41, 14, 21, 94, 14]",408,1656,17,6
1657,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 15, 88, 28, 91, 78, 79, 56, 41, 97]",644,1657,17,6
1658,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 95, 11, 48, 59, 96, 12, 24, 28, 90]",484,1658,17,6
1659,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 11, 12, 94, 38, 96, 45, 45, 11, 15]",444,1659,17,6
1660,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 96, 91, 15, 27, 71, 97, 90, 55, 42]",629,1660,17,6
1661,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 79, 45, 99, 100, 45, 55, 52, 34, 34]",632,1661,17,15
1662,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 28, 39, 36, 31, 92, 92, 24, 45, 50]",510,1662,17,15
1663,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 65, 23, 90, 62, 74, 40, 69, 90, 58]",622,1663,17,15
1664,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 93, 82, 84, 90, 25, 38, 34, 76, 87]",691,1664,17,15
1665,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 39, 79, 44, 72, 39, 88, 64, 23, 49]",559,1665,17,15
1666,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 76, 46, 44, 18, 28, 28, 23, 81, 39]",455,1666,17,15
1667,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 83, 83, 58, 60, 91, 12, 16, 86, 80]",645,1667,17,15
1668,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 25, 73, 84, 86, 44, 58, 64, 93, 31]",586,1668,17,15
1669,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 87, 73, 25, 11, 61, 42, 51, 10, 75]",493,1669,17,15
1670,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 50, 85, 41, 97, 83, 68, 11, 51, 15]",515,1670,17,15
1671,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 42, 37, 47, 75, 26, 74, 83, 88, 17]",531,1671,17,17
1672,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 41, 15, 72, 53, 40, 67, 15, 35, 95]",471,1672,17,17
1673,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 35, 68, 45, 14, 23, 63, 21, 45, 61]",394,1673,17,17
1674,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 29, 16, 33, 92, 27, 36, 99, 76, 33]",464,1674,17,17
1675,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 54, 60, 82, 22, 60, 40, 90, 46, 57]",573,1675,17,17
1676,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 68, 28, 100, 68, 17, 67, 55, 62, 19]",575,1676,17,17
1677,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 88, 25, 32, 59, 40, 21, 18, 17, 51]",392,1677,17,17
1678,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 47, 86, 29, 38, 84, 82, 92, 23, 15]",593,1678,17,17
1679,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 31, 87, 21, 63, 85, 15, 15, 52, 21]",488,1679,17,17
1680,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 38, 39, 89, 71, 48, 29, 56, 12, 20]",413,1680,17,17
1681,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 18, 64, 65, 74, 74, 56, 56, 55, 18]",510,1681,17,49
1682,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 60, 20, 81, 33, 28, 37, 43, 20, 96]",443,1682,17,49
1683,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 65, 74, 29, 16, 84, 79, 93, 39, 75]",564,1683,17,49
1684,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 84, 68, 66, 54, 74, 67, 86, 10, 66]",606,1684,17,49
1685,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 42, 21, 65, 99, 64, 30, 64, 97, 13]",533,1685,17,49
1686,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 48, 36, 43, 44, 63, 55, 81, 79, 94]",625,1686,17,49
1687,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 95, 25, 100, 79, 58, 69, 79, 38, 50]",606,1687,17,49
1688,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 90, 65, 47, 11, 27, 19, 16, 94, 58]",518,1688,17,49
1689,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 22, 56, 71, 40, 89, 47, 13, 82, 79]",570,1689,17,49
1690,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 62, 67, 33, 23, 71, 53, 74, 47, 79]",528,1690,17,49
1691,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[34, 71, 85, 42, 95, 24, 78, 17, 66, 51]",563,1691,17,31
